date	txCount	price(USD)
2017-09-23	18540	48.16
2017-09-24	16531	49.25
2017-09-25	21181	47.62
2017-09-26	21480	51.69
2017-09-27	21831	51.58
2017-09-28	22614	56.21
2017-09-29	20473	54.11
2017-09-30	18333	52.63
2017-10-01	17501	55.14
2017-10-02	20685	54.55
2017-10-03	19392	53.39
2017-10-04	18975	52.28
2017-10-05	19455	51.4
2017-10-06	20561	51.64
2017-10-07	18558	52.14
2017-10-08	19846	52.49
2017-10-09	23158	53.08
2017-10-10	21902	50.15
2017-10-11	20247	50.75
2017-10-12	28669	50.89
2017-10-13	31319	60.55
2017-10-14	24482	59.41
2017-10-15	23927	64.13
2017-10-16	27154	65.72
2017-10-17	27196	64.67
2017-10-18	26667	59.59
2017-10-19	25230	60.82
2017-10-20	25409	59.81
2017-10-21	24063	60.3
2017-10-22	21477	58.27
2017-10-23	29762	56.77
2017-10-24	30002	54.96
2017-10-25	25209	55.95
2017-10-26	25724	56.47
2017-10-27	25536	55.67
2017-10-28	21768	55.38
2017-10-29	22828	54.67
2017-10-30	25684	56.84
2017-10-31	21538	56.37
2017-11-01	24157	55.74
2017-11-02	27529	53.56
2017-11-03	24524	54.58
2017-11-04	19249	56.22
2017-11-05	18545	55.03
2017-11-06	20785	54.76
2017-11-07	27637	54.99
2017-11-08	27657	61.11
2017-11-09	29077	62.49
2017-11-10	29698	64.44
2017-11-11	25978	59.35
2017-11-12	34159	62.31
2017-11-13	26605	59.18
2017-11-14	24375	61.64
2017-11-15	26290	62.78
2017-11-16	30400	63.81
2017-11-17	31024	70.45
2017-11-18	24365	67.41
2017-11-19	23815	69.51
2017-11-20	29536	71.41
2017-11-21	29760	72.2
2017-11-22	28407	70.18
2017-11-23	30623	71.98
2017-11-24	28816	73.14
2017-11-25	33856	77.91
2017-11-26	33004	88.94
2017-11-27	40417	85.89
2017-11-28	43480	91.72
2017-11-29	55781	96.01
2017-11-30	42914	86.25
2017-12-01	40679	88
2017-12-02	38855	98.94
2017-12-03	39697	100.19
2017-12-04	45698	101.4
2017-12-05	53733	104.28
2017-12-06	68780	102.48
2017-12-07	64009	99.98
2017-12-08	70853	98.33
2017-12-09	79163	127.48
2017-12-10	53943	155.63
2017-12-11	79265	148.26
2017-12-12	156717	212.46
2017-12-13	136446	315.36
2017-12-14	143609	301.2
2017-12-15	116514	280.97
2017-12-16	108366	299.34
2017-12-17	107871	301.78
2017-12-18	110604	318.95
2017-12-19	138052	359.13
2017-12-20	143881	349.6
2017-12-21	162372	314.66
2017-12-22	149956	319.26
2017-12-23	117738	269.27
2017-12-24	81111	291.01
2017-12-25	77925	277.49
2017-12-26	82613	273.11
2017-12-27	112765	286.59
2017-12-28	111207	272.13
2017-12-29	155481	250.35
2017-12-30	141900	245.09
2017-12-31	105948	216.97
2018-01-01	83076	231.67
2018-01-02	127924	228.99
2018-01-03	186764	255.69
2018-01-04	225860	245.47
2018-01-05	197217	241.03
2018-01-06	173712	249.77
2018-01-07	143412	296.05
2018-01-08	146511	287.73
2018-01-09	145848	254.61
2018-01-10	140304	248.07
2018-01-11	120843	251.52
2018-01-12	106887	229.79
2018-01-13	93443	236.88
2018-01-14	88779	260.58
2018-01-15	90381	237.29
2018-01-16	117447	232.82
2018-01-17	113111	190.15
2018-01-18	95276	186.95
2018-01-19	70009	191.19
2018-01-20	66798	194.38
2018-01-21	55466	211.24
2018-01-22	61730	191.79
2018-01-23	59717	180.28
2018-01-24	59072	178.43
2018-01-25	61836	181.56
2018-01-26	57452	179.82
2018-01-27	49382	176.66
2018-01-28	51278	181.42
2018-01-29	50067	193.75
2018-01-30	55270	181.44
2018-01-31	54531	165.3
2018-02-01	57962	163.68
2018-02-02	66669	142.56
2018-02-03	49384	131.4
2018-02-04	45225	160.38
2018-02-05	51043	148.73
2018-02-06	59946	127.52
2018-02-07	50320	142.48
2018-02-08	37148	138.34
2018-02-09	44811	149.73
2018-02-10	46594	163.49
2018-02-11	36009	155.39
2018-02-12	40374	150.1
2018-02-13	41515	161.78
2018-02-14	62134	159.58
2018-02-15	64146	212.35
2018-02-16	55687	225.5
2018-02-17	63949	229.5
2018-02-18	75280	230.51
2018-02-19	55631	215.41
2018-02-20	57841	223.09
2018-02-21	47113	230.95
2018-02-22	43229	212.84
2018-02-23	41534	194.19
2018-02-24	37171	210.64
2018-02-25	36437	208.13
2018-02-26	41920	222.14
2018-02-27	42480	221.71
2018-02-28	74744	217.28
2018-03-01	50091	203.12
2018-03-02	38813	209.56
2018-03-03	35091	213.84
2018-03-04	31630	210.24
2018-03-05	37546	213.74
2018-03-06	36769	210.51
2018-03-07	38530	196.83
2018-03-08	36806	185.7
2018-03-09	39903	176.48
2018-03-10	30991	188.11
2018-03-11	28583	177.51
2018-03-12	30179	189.02
2018-03-13	31265	177.6
2018-03-14	33328	175.94
2018-03-15	35691	161.2
2018-03-16	31561	164.82
2018-03-17	27818	165.19
2018-03-18	33000	152.54
2018-03-19	31025	155.47
2018-03-20	32184	161.52
2018-03-21	30694	169.56
2018-03-22	26996	168.72
2018-03-23	27804	163.58
2018-03-24	26526	168.53
2018-03-25	23312	158.86
2018-03-26	28790	160.16
2018-03-27	29504	148.96
2018-03-28	28661	135.49
2018-03-29	31286	131.93
2018-03-30	29474	114.8
2018-03-31	23726	118.64
2018-04-01	22487	116.91
2018-04-02	24488	115.24
2018-04-03	29115	119.51
2018-04-04	26433	133.91
2018-04-05	26848	118.21
2018-04-06	25893	118.81
2018-04-07	22584	113.14
2018-04-08	20591	116.29
2018-04-09	25284	117.78
2018-04-10	26399	115.21
2018-04-11	27354	114.29
2018-04-12	32619	118.29
2018-04-13	32661	129.27
2018-04-14	24558	125.22
2018-04-15	25481	126.67
2018-04-16	26699	131.97
2018-04-17	30020	128.71
2018-04-18	28570	132.38
2018-04-19	30261	140.04
2018-04-20	33553	146.5
2018-04-21	27629	155.69
2018-04-22	26376	148.61
2018-04-23	29507	146.67
2018-04-24	36949	152.57
2018-04-25	34019	165.09
2018-04-26	29268	144.7
2018-04-27	31274	153.44
2018-04-28	28846	145.74
2018-04-29	29353	152.16
2018-04-30	31786	153.65
2018-05-01	29737	148.34
2018-05-02	32848	148.44
2018-05-03	36421	151.86
2018-05-04	35402	160.47
2018-05-05	33200	168.35
2018-05-06	28210	178.02
2018-05-07	31101	171.76
2018-05-08	31268	164.83
2018-05-09	31099	159.62
2018-05-10	31719	157.15
2018-05-11	33882	149.44
2018-05-12	28876	137.26
2018-05-13	27074	141.8
2018-05-14	32093	144.62
2018-05-15	31630	147.49
2018-05-16	31414	139.65
2018-05-17	31063	139.56
2018-05-18	30415	132.7
2018-05-19	26596	135.97
2018-05-20	26436	135.27
2018-05-21	30491	139.64
2018-05-22	31372	134.26
2018-05-23	34215	128.81
2018-05-24	31260	119.19
2018-05-25	27911	122.56
2018-05-26	22351	119.35
2018-05-27	21214	118.5
2018-05-28	25213	117.93
2018-05-29	26702	111.84
2018-05-30	25487	119.54
2018-05-31	26334	117.32
2018-06-01	25487	118.03
2018-06-02	22879	119.83
2018-06-03	22155	123.28
2018-06-04	24326	125.21
2018-06-05	25172	119.9
2018-06-06	25346	121.89
2018-06-07	24254	121.34
2018-06-08	24566	121.52
2018-06-09	20786	120.11
2018-06-10	25391	117.56
2018-06-11	26587	106.54
2018-06-12	26358	107.43
2018-06-13	27843	100.8
2018-06-14	26120	93.99
2018-06-15	23315	101.11
2018-06-16	19810	96.58
2018-06-17	18680	97.72
2018-06-18	22327	95.77
2018-06-19	23667	98.73
2018-06-20	23108	98.96
2018-06-21	24046	97.88
2018-06-22	27225	96.94
2018-06-23	21577	85.09
2018-06-24	23255	82.74
2018-06-25	23049	80.37
2018-06-26	23372	81.82
2018-06-27	25168	76.93
2018-06-28	23694	80.63
2018-06-29	26267	74.81
2018-06-30	24450	78.95
2018-07-01	19808	81.5
2018-07-02	24424	80.27
2018-07-03	24786	85.39
2018-07-04	23752	85.17
2018-07-05	24041	85.65
2018-07-06	23975	83.84
2018-07-07	22246	83.4
2018-07-08	23498	86.26
